term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"worldwide facebook","worldwide facebook","3","1000","0.003","",""
"wireless charging","wireless charging","3","1000","0.003","",""
"whatsapp users","whatsapp users","3","1000","0.003","",""
"whatsapp instagram","whatsapp instagram","3","1000","0.003","",""
"voter id","voter id","3","1000","0.003","",""
"users worldwide","users worldwide","3","1000","0.003","",""
"users id","users id","3","1000","0.003","",""
"uploads photo","uploads photo","3","1000","0.003","",""
"undermined consumers","undermined consumers","3","1000","0.003","",""
"uighur muslim","uighur muslim","3","1000","0.003","",""
"telecom operators","telecom operators","3","1000","0.003","",""
"technologies facial","technologies facial","3","1000","0.003","",""
"tech giants","tech giants","3","1000","0.003","",""
"surveillance railway","surveillance railway","3","1000","0.003","",""
"supports recognition","supports recognition","3","1000","0.003","",""
"simons republican","simons republican","3","1000","0.003","",""
"rs crore","rs crore","3","1000","0.003","",""
"recognition id","recognition id","3","1000","0.003","",""
"recognition default","recognition default","3","1000","0.003","",""
"recognition criminals","recognition criminals","3","1000","0.003","",""
"recognition criminal","recognition criminal","3","1000","0.003","",""
"recognition attendance","recognition attendance","3","1000","0.003","",""
"recognition artificial","recognition artificial","3","1000","0.003","",""
"recognition algorithms","recognition algorithms","3","1000","0.003","",""
"recognition airports","recognition airports","3","1000","0.003","",""
"recognition airport","recognition airport","3","1000","0.003","",""
"prism prism","prism prism","3","1000","0.003","",""
"people's privacy","people's privacy","3","1000","0.003","",""
"minister narendra","minister narendra","3","1000","0.003","",""
"layer whatsapp","layer whatsapp","3","1000","0.003","",""
"karnataka cabinet","karnataka cabinet","3","1000","0.003","",""
"joe simons","joe simons","3","1000","0.003","",""
"iphone id","iphone id","3","1000","0.003","",""
"internment camps","internment camps","3","1000","0.003","",""
"internet users","internet users","3","1000","0.003","",""
"india facial","india facial","3","1000","0.003","",""
"illinois users","illinois users","3","1000","0.003","",""
"id proofs","id proofs","3","1000","0.003","",""
"id in-display","id in-display","3","1000","0.003","",""
"id facial","id facial","3","1000","0.003","",""
"hyderabad airport","hyderabad airport","3","1000","0.003","",""
"galaxy m10","galaxy m10","3","1000","0.003","",""
"ftc joe","ftc joe","3","1000","0.003","",""
"fingerprint scanner","fingerprint scanner","3","1000","0.003","",""
"facial scan","facial scan","3","1000","0.003","",""
"facebook users","facebook users","3","1000","0.003","",""
"facebook undermined","facebook undermined","3","1000","0.003","",""
"facebook instagram","facebook instagram","3","1000","0.003","",""
"departure gate","departure gate","3","1000","0.003","",""
"database arrives","database arrives","3","1000","0.003","",""
"crore nirbhaya","crore nirbhaya","3","1000","0.003","",""
"criminals children","criminals children","3","1000","0.003","",""
"criminal database","criminal database","3","1000","0.003","",""
"consumers choices","consumers choices","3","1000","0.003","",""
"company's facial","company's facial","3","1000","0.003","",""
"commission facial","commission facial","3","1000","0.003","",""
"choices ftc","choices ftc","3","1000","0.003","",""
"cctv surveillance","cctv surveillance","3","1000","0.003","",""
"cameras nos","cameras nos","3","1000","0.003","",""
"biometric facial","biometric facial","3","1000","0.003","",""
"billions users","billions users","3","1000","0.003","",""
"arrives venue","arrives venue","3","1000","0.003","",""
"zuckerberg facebook","zuckerberg facebook","2","1000","0.002","",""
"zhejiang province","zhejiang province","2","1000","0.002","",""
"youtube channel","youtube channel","2","1000","0.002","",""
"xs max","xs max","2","1000","0.002","",""
"xs iphone","xs iphone","2","1000","0.002","",""
"wrongfully baselessly","wrongfully baselessly","2","1000","0.002","",""
"whatsapp iphone","whatsapp iphone","2","1000","0.002","",""
"vivo v15","vivo v15","2","1000","0.002","",""
"video-calling app","video-calling app","2","1000","0.002","",""
"verify users","verify users","2","1000","0.002","",""
"verify people's","verify people's","2","1000","0.002","",""
"vector scraped","vector scraped","2","1000","0.002","",""
"varanasi incidents","varanasi incidents","2","1000","0.002","",""
"vande bharat","vande bharat","2","1000","0.002","",""
"v15 pro","v15 pro","2","1000","0.002","",""
"uttar pradesh","uttar pradesh","2","1000","0.002","",""
"users layer","users layer","2","1000","0.002","",""
"users globally","users globally","2","1000","0.002","",""
"users fake","users fake","2","1000","0.002","",""
"users facial","users facial","2","1000","0.002","",""
"users apps","users apps","2","1000","0.002","",""
"users app","users app","2","1000","0.002","",""
"upcoming elections","upcoming elections","2","1000","0.002","",""
"unlocking phones","unlocking phones","2","1000","0.002","",""
"unlock smartphone","unlock smartphone","2","1000","0.002","",""
"unlock pixel","unlock pixel","2","1000","0.002","",""
"unjust arrests","unjust arrests","2","1000","0.002","",""
"two-factor authentication","two-factor authentication","2","1000","0.002","",""
"truedepth enables","truedepth enables","2","1000","0.002","",""
"triple megapixel","triple megapixel","2","1000","0.002","",""
"tracking tracking","tracking tracking","2","1000","0.002","",""
"tracking facial","tracking facial","2","1000","0.002","",""
"tracking cameras","tracking cameras","2","1000","0.002","",""
"tracking app","tracking app","2","1000","0.002","",""
"tourist flows","tourist flows","2","1000","0.002","",""
"tickets id","tickets id","2","1000","0.002","",""
"telangana facial","telangana facial","2","1000","0.002","",""
"surveillance muslim","surveillance muslim","2","1000","0.002","",""
"surveillance linked","surveillance linked","2","1000","0.002","",""
"surveillance deter","surveillance deter","2","1000","0.002","",""
"strict surveillance","strict surveillance","2","1000","0.002","",""
"startup funded","startup funded","2","1000","0.002","",""
"sourcing id","sourcing id","2","1000","0.002","",""
"sourced ams","sourced ams","2","1000","0.002","",""
"solutions india","solutions india","2","1000","0.002","",""
"software rating","software rating","2","1000","0.002","",""
"software maker","software maker","2","1000","0.002","",""
"snap photo","snap photo","2","1000","0.002","",""
"singapore attentiveness","singapore attentiveness","2","1000","0.002","",""
"shareholders overwhelmingly","shareholders overwhelmingly","2","1000","0.002","",""
"settings privacy","settings privacy","2","1000","0.002","",""
"sensor supports","sensor supports","2","1000","0.002","",""
"sensor facial","sensor facial","2","1000","0.002","",""
"selfie recognition","selfie recognition","2","1000","0.002","",""
"seeks damages","seeks damages","2","1000","0.002","",""
"scraped photos","scraped photos","2","1000","0.002","",""
"scan databases","scan databases","2","1000","0.002","",""
"satya nadella","satya nadella","2","1000","0.002","",""
"reuters microsoft","reuters microsoft","2","1000","0.002","",""
"resolve probe","resolve probe","2","1000","0.002","",""
"repository photographs","repository photographs","2","1000","0.002","",""
"removable battery","removable battery","2","1000","0.002","",""
"relying monetary","relying monetary","2","1000","0.002","",""
"rely deliveries","rely deliveries","2","1000","0.002","",""
"regulatory framework","regulatory framework","2","1000","0.002","",""
"regulation facial","regulation facial","2","1000","0.002","",""
"refreshed ipad","refreshed ipad","2","1000","0.002","",""
"record-breaking resolve","record-breaking resolve","2","1000","0.002","",""
"recognition tech","recognition tech","2","1000","0.002","",""
"recognition t3","recognition t3","2","1000","0.002","",""
"recognition smartphones","recognition smartphones","2","1000","0.002","",""
"recognition smartphone","recognition smartphone","2","1000","0.002","",""
"recognition settings","recognition settings","2","1000","0.002","",""
"recognition selfie","recognition selfie","2","1000","0.002","",""
"recognition photos","recognition photos","2","1000","0.002","",""
"recognition people's","recognition people's","2","1000","0.002","",""
"recognition india","recognition india","2","1000","0.002","",""
"recognition identifying","recognition identifying","2","1000","0.002","",""
"recognition hyderabad","recognition hyderabad","2","1000","0.002","",""
"recognition google","recognition google","2","1000","0.002","",""
"recognition gender","recognition gender","2","1000","0.002","",""
"recognition drones","recognition drones","2","1000","0.002","",""
"recognition deployed","recognition deployed","2","1000","0.002","",""
"recognition china","recognition china","2","1000","0.002","",""
"recognition census","recognition census","2","1000","0.002","",""
"recognition cctv","recognition cctv","2","1000","0.002","",""
"recognition authentication","recognition authentication","2","1000","0.002","",""
"recognition audit","recognition audit","2","1000","0.002","",""
"recognition algorithm","recognition algorithm","2","1000","0.002","",""
"recognition ai","recognition ai","2","1000","0.002","",""
"rebecca slaughter","rebecca slaughter","2","1000","0.002","",""
"ratings ndtv","ratings ndtv","2","1000","0.002","",""
"rating software","rating software","2","1000","0.002","",""
"rating ip68","rating ip68","2","1000","0.002","",""
"rating battery","rating battery","2","1000","0.002","",""
"quarterly certifications","quarterly certifications","2","1000","0.002","",""
"proximity sensor","proximity sensor","2","1000","0.002","",""
"protecting people's","protecting people's","2","1000","0.002","",""
"proofs kiosk","proofs kiosk","2","1000","0.002","",""
"processed facial","processed facial","2","1000","0.002","",""
"probe privacy","probe privacy","2","1000","0.002","",""
"pro photos","pro photos","2","1000","0.002","",""
"pro max","pro max","2","1000","0.002","",""
"pro india","pro india","2","1000","0.002","",""
"privacy id","privacy id","2","1000","0.002","",""
"privacy freedom","privacy freedom","2","1000","0.002","",""
"privacy commission","privacy commission","2","1000","0.002","",""
"pricing hauck","pricing hauck","2","1000","0.002","",""
"predictive policing","predictive policing","2","1000","0.002","",""
"policing surveillance","policing surveillance","2","1000","0.002","",""
"policing rs","policing rs","2","1000","0.002","",""
"pixel xl","pixel xl","2","1000","0.002","",""
"pixel pixel","pixel pixel","2","1000","0.002","",""
"pixel phones","pixel phones","2","1000","0.002","",""
"pixel 3a","pixel 3a","2","1000","0.002","",""
"photos vector's","photos vector's","2","1000","0.002","",""
"photos recognition","photos recognition","2","1000","0.002","",""
"photographs criminals","photographs criminals","2","1000","0.002","",""
"photo clearview's","photo clearview's","2","1000","0.002","",""
"people's identities","people's identities","2","1000","0.002","",""
"peaked chinese","peaked chinese","2","1000","0.002","",""
"overwhelmingly facial","overwhelmingly facial","2","1000","0.002","",""
"outcry activists","outcry activists","2","1000","0.002","",""
"ordinance surveillance","ordinance surveillance","2","1000","0.002","",""
"operators artificial","operators artificial","2","1000","0.002","",""
"online addictive","online addictive","2","1000","0.002","",""
"nirbhaya karnataka","nirbhaya karnataka","2","1000","0.002","",""
"neural networks","neural networks","2","1000","0.002","",""
"networks china","networks china","2","1000","0.002","",""
"ndtv rating","ndtv rating","2","1000","0.002","",""
"ncrb automated","ncrb automated","2","1000","0.002","",""
"narendra modi's","narendra modi's","2","1000","0.002","",""
"nano sim","nano sim","2","1000","0.002","",""
"muslim xinjiang","muslim xinjiang","2","1000","0.002","",""
"muslim uighur","muslim uighur","2","1000","0.002","",""
"monetary deter","monetary deter","2","1000","0.002","",""
"misidentifies darker","misidentifies darker","2","1000","0.002","",""
"megvii facial","megvii facial","2","1000","0.002","",""
"megapixel sensor","megapixel sensor","2","1000","0.002","",""
"media users","media users","2","1000","0.002","",""
"media sites","media sites","2","1000","0.002","",""
"mapping predictive","mapping predictive","2","1000","0.002","",""
"malware fails","malware fails","2","1000","0.002","",""
"maker 3d","maker 3d","2","1000","0.002","",""
"m10 recognition","m10 recognition","2","1000","0.002","",""
"links sites","links sites","2","1000","0.002","",""
"links bah's","links bah's","2","1000","0.002","",""
"lighthouse's id","lighthouse's id","2","1000","0.002","",""
"lawsuit seeks","lawsuit seeks","2","1000","0.002","",""
"lawsuit illinois","lawsuit illinois","2","1000","0.002","",""
"launch vivo","launch vivo","2","1000","0.002","",""
"las vegas","las vegas","2","1000","0.002","",""
"kiss detection","kiss detection","2","1000","0.002","",""
"israeli facial","israeli facial","2","1000","0.002","",""
"iphone xr","iphone xr","2","1000","0.002","",""
"ip68 ip68","ip68 ip68","2","1000","0.002","",""
"ip rating","ip rating","2","1000","0.002","",""
"ios users","ios users","2","1000","0.002","",""
"ios facetime","ios facetime","2","1000","0.002","",""
"intelligence verify","intelligence verify","2","1000","0.002","",""
"instagram whatsapp","instagram whatsapp","2","1000","0.002","",""
"innovators india","innovators india","2","1000","0.002","",""
"india singapore","india singapore","2","1000","0.002","",""
"india launch","india launch","2","1000","0.002","",""
"igi airport","igi airport","2","1000","0.002","",""
"identifying company's","identifying company's","2","1000","0.002","",""
"id-like facial","id-like facial","2","1000","0.002","",""
"id whatsapp","id whatsapp","2","1000","0.002","",""
"id unlocking","id unlocking","2","1000","0.002","",""
"id sourced","id sourced","2","1000","0.002","",""
"id ios","id ios","2","1000","0.002","",""
"id fingerprint","id fingerprint","2","1000","0.002","",""
"id faster","id faster","2","1000","0.002","",""
"hyderabad airports","hyderabad airports","2","1000","0.002","",""
"huawei technologies","huawei technologies","2","1000","0.002","",""
"hone technologies","hone technologies","2","1000","0.002","",""
"history's lessons","history's lessons","2","1000","0.002","",""
"hikvision dahua","hikvision dahua","2","1000","0.002","",""
"heed history's","heed history's","2","1000","0.002","",""
"hauck aufhaeuser","hauck aufhaeuser","2","1000","0.002","",""
"google pixel","google pixel","2","1000","0.002","",""
"google facebook","google facebook","2","1000","0.002","",""
"google collecting","google collecting","2","1000","0.002","",""
"google alphabet","google alphabet","2","1000","0.002","",""
"gis-based crime","gis-based crime","2","1000","0.002","",""
"generate alerts","generate alerts","2","1000","0.002","",""
"gender discrimination","gender discrimination","2","1000","0.002","",""
"gender darker","gender darker","2","1000","0.002","",""
"gait recognition","gait recognition","2","1000","0.002","",""
"ftc heed","ftc heed","2","1000","0.002","",""
"francisco ordinance","francisco ordinance","2","1000","0.002","",""
"francisco beta","francisco beta","2","1000","0.002","",""
"framework protecting","framework protecting","2","1000","0.002","",""
"framework facial","framework facial","2","1000","0.002","",""
"footage recognition","footage recognition","2","1000","0.002","",""
"faster app","faster app","2","1000","0.002","",""
"fake identities","fake identities","2","1000","0.002","",""
"fake eye-to-eye","fake eye-to-eye","2","1000","0.002","",""
"facial-recognition sectors","facial-recognition sectors","2","1000","0.002","",""
"facial scans","facial scans","2","1000","0.002","",""
"facial detection","facial detection","2","1000","0.002","",""
"facial captured","facial captured","2","1000","0.002","",""
"facetime correction","facetime correction","2","1000","0.002","",""
"facebook's facial","facebook's facial","2","1000","0.002","",""
"facebook whatsapp","facebook whatsapp","2","1000","0.002","",""
"facebook violating","facebook violating","2","1000","0.002","",""
"facebook record-breaking","facebook record-breaking","2","1000","0.002","",""
"facebook messenger","facebook messenger","2","1000","0.002","",""
"facebook media","facebook media","2","1000","0.002","",""
"facebook fake","facebook fake","2","1000","0.002","",""
"face-recognition cameras","face-recognition cameras","2","1000","0.002","",""
"eye-to-eye video-calling","eye-to-eye video-calling","2","1000","0.002","",""
"executives quarterly","executives quarterly","2","1000","0.002","",""
"european union's","european union's","2","1000","0.002","",""
"european commission","european commission","2","1000","0.002","",""
"ethnic minorities","ethnic minorities","2","1000","0.002","",""
"enroute damaging","enroute damaging","2","1000","0.002","",""
"enrolment tickets","enrolment tickets","2","1000","0.002","",""
"enables id","enables id","2","1000","0.002","",""
"emotion recognition","emotion recognition","2","1000","0.002","",""
"elections telangana","elections telangana","2","1000","0.002","",""
"dual sourcing","dual sourcing","2","1000","0.002","",""
"distrust internet","distrust internet","2","1000","0.002","",""
"deter facebook","deter facebook","2","1000","0.002","",""
"detentions strict","detentions strict","2","1000","0.002","",""
"democratic rebecca","democratic rebecca","2","1000","0.002","",""
"deliveries supplier","deliveries supplier","2","1000","0.002","",""
"delhi varanasi","delhi varanasi","2","1000","0.002","",""
"delhi hyderabad","delhi hyderabad","2","1000","0.002","",""
"delhi children","delhi children","2","1000","0.002","",""
"delhi airport","delhi airport","2","1000","0.002","",""
"database id","database id","2","1000","0.002","",""
"damaging panes","damaging panes","2","1000","0.002","",""
"damaged bah's","damaged bah's","2","1000","0.002","",""
"crime mapping","crime mapping","2","1000","0.002","",""
"correction users","correction users","2","1000","0.002","",""
"converts vector","converts vector","2","1000","0.002","",""
"consent facial","consent facial","2","1000","0.002","",""
"comprehensive framework","comprehensive framework","2","1000","0.002","",""
"compelling links","compelling links","2","1000","0.002","",""
"clearview's converts","clearview's converts","2","1000","0.002","",""
"classroom facial","classroom facial","2","1000","0.002","",""
"chris fox","chris fox","2","1000","0.002","",""
"chinese software","chinese software","2","1000","0.002","",""
"china's zte","china's zte","2","1000","0.002","",""
"china xi","china xi","2","1000","0.002","",""
"china surveillance","china surveillance","2","1000","0.002","",""
"china outcry","china outcry","2","1000","0.002","",""
"china hone","china hone","2","1000","0.002","",""
"china chinese","china chinese","2","1000","0.002","",""
"charging proprietary","charging proprietary","2","1000","0.002","",""
"certifications attesting","certifications attesting","2","1000","0.002","",""
"centralised database","centralised database","2","1000","0.002","",""
"cctv footage","cctv footage","2","1000","0.002","",""
"cameras surveillance","cameras surveillance","2","1000","0.002","",""
"cameras rajpath","cameras rajpath","2","1000","0.002","",""
"cameras gis-based","cameras gis-based","2","1000","0.002","",""
"cameras face-recognition","cameras face-recognition","2","1000","0.002","",""
"cameras detection","cameras detection","2","1000","0.002","",""
"cameras boxes","cameras boxes","2","1000","0.002","",""
"breach privacy","breach privacy","2","1000","0.002","",""
"biometric privacy","biometric privacy","2","1000","0.002","",""
"biometric authentication","biometric authentication","2","1000","0.002","",""
"bharat delhi","bharat delhi","2","1000","0.002","",""
"beta ios","beta ios","2","1000","0.002","",""
"bengaluru bengaluru","bengaluru bengaluru","2","1000","0.002","",""
"bengaluru 16,000","bengaluru 16,000","2","1000","0.002","",""
"bbc chris","bbc chris","2","1000","0.002","",""
"battery rating","battery rating","2","1000","0.002","",""
"battery mah","battery mah","2","1000","0.002","",""
"baselessly damaged","baselessly damaged","2","1000","0.002","",""
"banning facial","banning facial","2","1000","0.002","",""
"ban facial","ban facial","2","1000","0.002","",""
"bah's identifying","bah's identifying","2","1000","0.002","",""
"bah's compelling","bah's compelling","2","1000","0.002","",""
"authentication id","authentication id","2","1000","0.002","",""
"authenticate whatsapp","authenticate whatsapp","2","1000","0.002","",""
"aufhaeuser analysts","aufhaeuser analysts","2","1000","0.002","",""
"audit regulatory","audit regulatory","2","1000","0.002","",""
"artificial neural","artificial neural","2","1000","0.002","",""
"applicant's id","applicant's id","2","1000","0.002","",""
"apple's id","apple's id","2","1000","0.002","",""
"app facial","app facial","2","1000","0.002","",""
"android leak","android leak","2","1000","0.002","",""
"analysts clients","analysts clients","2","1000","0.002","",""
"ams's 9.6","ams's 9.6","2","1000","0.002","",""
"ams rely","ams rely","2","1000","0.002","",""
"amit shah","amit shah","2","1000","0.002","",""
"amazon.com shareholders","amazon.com shareholders","2","1000","0.002","",""
"amazon.com facebook","amazon.com facebook","2","1000","0.002","",""
"amazon google","amazon google","2","1000","0.002","",""
"alphabet amazon.com","alphabet amazon.com","2","1000","0.002","",""
"algorithms facial","algorithms facial","2","1000","0.002","",""
"aircraft boarding","aircraft boarding","2","1000","0.002","",""
"ai surveillance","ai surveillance","2","1000","0.002","",""
"ai detection","ai detection","2","1000","0.002","",""
"afrs software","afrs software","2","1000","0.002","",""
"advances facial","advances facial","2","1000","0.002","",""
"addictive disorder","addictive disorder","2","1000","0.002","",""
"activists detentions","activists detentions","2","1000","0.002","",""
"a13 chip","a13 chip","2","1000","0.002","",""
"9.6 peaked","9.6 peaked","2","1000","0.002","",""
"3a duo","3a duo","2","1000","0.002","",""
"16,000 surveillance","16,000 surveillance","2","1000","0.002","",""
"1080x2160 pixels","1080x2160 pixels","2","1000","0.002","",""
"µm pixel","µm pixel","1","1000","0.001","",""
"zuckerberg probe","zuckerberg probe","1","1000","0.001","",""
"zuckerberg privacy","zuckerberg privacy","1","1000","0.001","",""
"zuckerberg grasp","zuckerberg grasp","1","1000","0.001","",""
"zuckerberg false","zuckerberg false","1","1000","0.001","",""
"zuckerberg affecting","zuckerberg affecting","1","1000","0.001","",""
"zucked waking","zucked waking","1","1000","0.001","",""
"zte surveillance","zte surveillance","1","1000","0.001","",""
"zte installing","zte installing","1","1000","0.001","",""
"zte huawei","zte huawei","1","1000","0.001","",""
"zte corporation","zte corporation","1","1000","0.001","",""
"zte argentina","zte argentina","1","1000","0.001","",""
"zorro masked","zorro masked","1","1000","0.001","",""
"zoom cameras","zoom cameras","1","1000","0.001","",""
"zoom 5g","zoom 5g","1","1000","0.001","",""
"zoo mandatory","zoo mandatory","1","1000","0.001","",""
"zip delhi's","zip delhi's","1","1000","0.001","",""
"zigong mid-size","zigong mid-size","1","1000","0.001","",""
"zhengzhou unfazed","zhengzhou unfazed","1","1000","0.001","",""
"zhejiang dahua","zhejiang dahua","1","1000","0.001","",""
"zdnet google","zdnet google","1","1000","0.001","",""
"zakiuddin iit","zakiuddin iit","1","1000","0.001","",""
"yves moreau","yves moreau","1","1000","0.001","",""
"yunfeng hillhouse","yunfeng hillhouse","1","1000","0.001","",""
"yuan approx","yuan approx","1","1000","0.001","",""
"yuan 1.40","yuan 1.40","1","1000","0.001","",""
"youtube's ted","youtube's ted","1","1000","0.001","",""
"youtube videos","youtube videos","1","1000","0.001","",""
"youtube venmo","youtube venmo","1","1000","0.001","",""
"youtube scraping","youtube scraping","1","1000","0.001","",""
"youth innovation","youth innovation","1","1000","0.001","",""
"yixin hikvision","yixin hikvision","1","1000","0.001","",""
"yitu yixin","yitu yixin","1","1000","0.001","",""
"yin qi","yin qi","1","1000","0.001","",""
"yielded polls","yielded polls","1","1000","0.001","",""
"yet-unseen notch","yet-unseen notch","1","1000","0.001","",""
"yearly math","yearly math","1","1000","0.001","",""
"year's models","year's models","1","1000","0.001","",""
"yatra facilitate","yatra facilitate","1","1000","0.001","",""
"yatra campaign","yatra campaign","1","1000","0.001","",""
"yardstick judge","yardstick judge","1","1000","0.001","",""
"xs stephen","xs stephen","1","1000","0.001","",""
"xs id","xs id","1","1000","0.001","",""
"xs 149.90","xs 149.90","1","1000","0.001","",""
"xr iphone","xr iphone","1","1000","0.001","",""
"xr id","xr id","1","1000","0.001","",""
"xl's ui","xl's ui","1","1000","0.001","",""
"xl sport","xl sport","1","1000","0.001","",""
"xl phones","xl phones","1","1000","0.001","",""
"xinjiang uighurs","xinjiang uighurs","1","1000","0.001","",""
"xinjiang uighur","xinjiang uighur","1","1000","0.001","",""
"xinjiang tinyurl.com/y9zzouss","xinjiang tinyurl.com/y9zzouss","1","1000","0.001","",""
"xinjiang terrorism","xinjiang terrorism","1","1000","0.001","",""
"xinjiang researcher","xinjiang researcher","1","1000","0.001","",""
"xinjiang monitored","xinjiang monitored","1","1000","0.001","",""
"xinjiang ethnicity","xinjiang ethnicity","1","1000","0.001","",""
"xinjiang country's","xinjiang country's","1","1000","0.001","",""
"xinjiang china's","xinjiang china's","1","1000","0.001","",""
"xinhua launch","xinhua launch","1","1000","0.001","",""
"xian shaanxi","xian shaanxi","1","1000","0.001","",""
"xiamen meiya","xiamen meiya","1","1000","0.001","",""
"xiamen facial","xiamen facial","1","1000","0.001","",""
"xi's challenges","xi's challenges","1","1000","0.001","",""
"xi risks","xi risks","1","1000","0.001","",""
"xi jinping's","xi jinping's","1","1000","0.001","",""
"xi cutting-edge","xi cutting-edge","1","1000","0.001","",""
"xi aviation","xi aviation","1","1000","0.001","",""
"xda-developers android","xda-developers android","1","1000","0.001","",""
"x2 pro","x2 pro","1","1000","0.001","",""
"wynn macau","wynn macau","1","1000","0.001","",""
"wuhan document","wuhan document","1","1000","0.001","",""
"wrongly media","wrongly media","1","1000","0.001","",""
"wrong-doing crime","wrong-doing crime","1","1000","0.001","",""
"wrestling surveillance","wrestling surveillance","1","1000","0.001","",""
"wpa wi-fi","wpa wi-fi","1","1000","0.001","",""
"wpa native","wpa native","1","1000","0.001","",""
"worlds facial","worlds facial","1","1000","0.001","",""
"world's surveillance","world's surveillance","1","1000","0.001","",""
"world's recognition","world's recognition","1","1000","0.001","",""
"world's purveyors","world's purveyors","1","1000","0.001","",""
"world's maker","world's maker","1","1000","0.001","",""
"world's internet","world's internet","1","1000","0.001","",""
"world's gambling","world's gambling","1","1000","0.001","",""
"world's facial","world's facial","1","1000","0.001","",""
"workplace data-privacy","workplace data-privacy","1","1000","0.001","",""
"workout tracking","workout tracking","1","1000","0.001","",""
"wong leader","wong leader","1","1000","0.001","",""
"women's colleges","women's colleges","1","1000","0.001","",""
"woefully unprepared","woefully unprepared","1","1000","0.001","",""
"wizardry depicted","wizardry depicted","1","1000","0.001","",""
"witnessed fake","witnessed fake","1","1000","0.001","",""
"wireless repeater","wireless repeater","1","1000","0.001","",""
"wired o'neill","wired o'neill","1","1000","0.001","",""
"wipes facial-recognition","wipes facial-recognition","1","1000","0.001","",""
"wink users","wink users","1","1000","0.001","",""
"winding state's","winding state's","1","1000","0.001","",""
"wider competitors","wider competitors","1","1000","0.001","",""
"wide-ranging tech","wide-ranging tech","1","1000","0.001","",""
"wide-angle lens","wide-angle lens","1","1000","0.001","",""
"wide-angle arm's","wide-angle arm's","1","1000","0.001","",""
