term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"photos online","photos online","2","1000","0.002","",""
"pernicious surveillance","pernicious surveillance","2","1000","0.002","",""
"peril age-old","peril age-old","2","1000","0.002","",""
"paul wiles","paul wiles","2","1000","0.002","",""
"pan-tilt-zoom ptz","pan-tilt-zoom ptz","2","1000","0.002","",""
"overtake fingerprint","overtake fingerprint","2","1000","0.002","",""
"organisations facial","organisations facial","2","1000","0.002","",""
"opt facial","opt facial","2","1000","0.002","",""
"online facial","online facial","2","1000","0.002","",""
"observer pushing","observer pushing","2","1000","0.002","",""
"nick fisher","nick fisher","2","1000","0.002","",""
"newfangled artificial","newfangled artificial","2","1000","0.002","",""
"museums centres","museums centres","2","1000","0.002","",""
"monitoring media","monitoring media","2","1000","0.002","",""
"misidentify ethnic","misidentify ethnic","2","1000","0.002","",""
"microsoft ibm","microsoft ibm","2","1000","0.002","",""
"michigan university","michigan university","2","1000","0.002","",""
"metropolitan police's","metropolitan police's","2","1000","0.002","",""
"metropolitan federation","metropolitan federation","2","1000","0.002","",""
"media facial","media facial","2","1000","0.002","",""
"matches ethnic","matches ethnic","2","1000","0.002","",""
"massachusetts institute","massachusetts institute","2","1000","0.002","",""
"mainland china","mainland china","2","1000","0.002","",""
"london's king's","london's king's","2","1000","0.002","",""
"london harrild","london harrild","2","1000","0.002","",""
"london facial","london facial","2","1000","0.002","",""
"legislature three-year","legislature three-year","2","1000","0.002","",""
"laser lamp","laser lamp","2","1000","0.002","",""
"lamp biometrics","lamp biometrics","2","1000","0.002","",""
"kong ipo","kong ipo","2","1000","0.002","",""
"king's london","king's london","2","1000","0.002","",""
"king's facial","king's facial","2","1000","0.002","",""
"jing cai-liu","jing cai-liu","2","1000","0.002","",""
"jain michigan","jain michigan","2","1000","0.002","",""
"iris recognition","iris recognition","2","1000","0.002","",""
"iphones employer","iphones employer","2","1000","0.002","",""
"iphone users","iphone users","2","1000","0.002","",""
"iphone maker","iphone maker","2","1000","0.002","",""
"ip surveillance","ip surveillance","2","1000","0.002","",""
"invested anti-spoofing","invested anti-spoofing","2","1000","0.002","",""
"introduce gender","introduce gender","2","1000","0.002","",""
"intelligence facial","intelligence facial","2","1000","0.002","",""
"install facial","install facial","2","1000","0.002","",""
"infrared laser","infrared laser","2","1000","0.002","",""
"independently analyzed","independently analyzed","2","1000","0.002","",""
"independent metropolitan","independent metropolitan","2","1000","0.002","",""
"independent facial","independent facial","2","1000","0.002","",""
"imminent rollout","imminent rollout","2","1000","0.002","",""
"identifying ethnic","identifying ethnic","2","1000","0.002","",""
"identifying criminals","identifying criminals","2","1000","0.002","",""
"identifies checks","identifies checks","2","1000","0.002","",""
"id unlock","id unlock","2","1000","0.002","",""
"id passcode","id passcode","2","1000","0.002","",""
"id iphone","id iphone","2","1000","0.002","",""
"id defeated","id defeated","2","1000","0.002","",""
"id checks","id checks","2","1000","0.002","",""
"id cards","id cards","2","1000","0.002","",""
"humans newfangled","humans newfangled","2","1000","0.002","",""
"harrild sons","harrild sons","2","1000","0.002","",""
"halt facial","halt facial","2","1000","0.002","",""
"hacking briefing","hacking briefing","2","1000","0.002","",""
"hacking apple's","hacking apple's","2","1000","0.002","",""
"graph global","graph global","2","1000","0.002","",""
"google pixel","google pixel","2","1000","0.002","",""
"google facebook","google facebook","2","1000","0.002","",""
"global forecast","global forecast","2","1000","0.002","",""
"ghastly orwellian","ghastly orwellian","2","1000","0.002","",""
"getty facial","getty facial","2","1000","0.002","",""
"gatwick airport","gatwick airport","2","1000","0.002","",""
"frost sullivan's","frost sullivan's","2","1000","0.002","",""
"francisco reuters","francisco reuters","2","1000","0.002","",""
"framework facial","framework facial","2","1000","0.002","",""
"forecast researchandmarkets.com","forecast researchandmarkets.com","2","1000","0.002","",""
"fisher ceo","fisher ceo","2","1000","0.002","",""
"fingerprint iris","fingerprint iris","2","1000","0.002","",""
"fighter 1,000","fighter 1,000","2","1000","0.002","",""
"farringdon ai","farringdon ai","2","1000","0.002","",""
"facial-recognition cameras","facial-recognition cameras","2","1000","0.002","",""
"facial matches","facial matches","2","1000","0.002","",""
"facial mapping","facial mapping","2","1000","0.002","",""
"facial injuries","facial injuries","2","1000","0.002","",""
"facebook facial","facebook facial","2","1000","0.002","",""
"face-matching onboardid","face-matching onboardid","2","1000","0.002","",""
"european commission","european commission","2","1000","0.002","",""
"england wales","england wales","2","1000","0.002","",""
"employer misleading","employer misleading","2","1000","0.002","",""
"emotion analytics","emotion analytics","2","1000","0.002","",""
"elf shelf","elf shelf","2","1000","0.002","",""
"egyptian asian","egyptian asian","2","1000","0.002","",""
"eds bhs","eds bhs","2","1000","0.002","",""
"ed cardiff","ed cardiff","2","1000","0.002","",""
"e-gates british","e-gates british","2","1000","0.002","",""
"dublin prnewswire","dublin prnewswire","2","1000","0.002","",""
"dot projector","dot projector","2","1000","0.002","",""
"disturbing surveillance","disturbing surveillance","2","1000","0.002","",""
"discriminatory threatens","discriminatory threatens","2","1000","0.002","",""
"diagnose facial-recognition","diagnose facial-recognition","2","1000","0.002","",""
"detection tracking","detection tracking","2","1000","0.002","",""
"detection algorithm","detection algorithm","2","1000","0.002","",""
"deploying facial","deploying facial","2","1000","0.002","",""
"databases mugshots","databases mugshots","2","1000","0.002","",""
"database photos","database photos","2","1000","0.002","",""
"database facial","database facial","2","1000","0.002","",""
"dailymail-tv showbizz","dailymail-tv showbizz","2","1000","0.002","",""
"crime facial","crime facial","2","1000","0.002","",""
"credo unveiled","credo unveiled","2","1000","0.002","",""
"computing artificial","computing artificial","2","1000","0.002","",""
"computer superintelligence","computer superintelligence","2","1000","0.002","",""
"computer professor","computer professor","2","1000","0.002","",""
"compares suspects","compares suspects","2","1000","0.002","",""
"commons cease","commons cease","2","1000","0.002","",""
"commissioner's ico","commissioner's ico","2","1000","0.002","",""
"chinese ai","chinese ai","2","1000","0.002","",""
"china's surveillance","china's surveillance","2","1000","0.002","",""
"china xinjiang","china xinjiang","2","1000","0.002","",""
"china world's","china world's","2","1000","0.002","",""
"china scanned","china scanned","2","1000","0.002","",""
"china metropolitan","china metropolitan","2","1000","0.002","",""
"checks databases","checks databases","2","1000","0.002","",""
"chatbots diagnose","chatbots diagnose","2","1000","0.002","",""
"ceo facewatch","ceo facewatch","2","1000","0.002","",""
"centres museums","centres museums","2","1000","0.002","",""
"cease facial","cease facial","2","1000","0.002","",""
"cctv surveillance","cctv surveillance","2","1000","0.002","",""
"carrie lam","carrie lam","2","1000","0.002","",""
"captured surveillance","captured surveillance","2","1000","0.002","",""
"captured facial","captured facial","2","1000","0.002","",""
"captured cctv","captured cctv","2","1000","0.002","",""
"canceled hacking","canceled hacking","2","1000","0.002","",""
"cameras artificial","cameras artificial","2","1000","0.002","",""
"cambridge analytica","cambridge analytica","2","1000","0.002","",""
"california's legislature","california's legislature","2","1000","0.002","",""
"british pub","british pub","2","1000","0.002","",""
"british airport","british airport","2","1000","0.002","",""
"britain ghastly","britain ghastly","2","1000","0.002","",""
"briefing biometric","briefing biometric","2","1000","0.002","",""
"breach privacy","breach privacy","2","1000","0.002","",""
"boris johnson","boris johnson","2","1000","0.002","",""
"boo james","boo james","2","1000","0.002","",""
"blockchain apps","blockchain apps","2","1000","0.002","",""
"biometrics forensics","biometrics forensics","2","1000","0.002","",""
"biometrics forecast","biometrics forecast","2","1000","0.002","",""
"biometrics facial","biometrics facial","2","1000","0.002","",""
"biometric users","biometric users","2","1000","0.002","",""
"biometric surveillance","biometric surveillance","2","1000","0.002","",""
"biometric e-gates","biometric e-gates","2","1000","0.002","",""
"bias facial","bias facial","2","1000","0.002","",""
"battle-hardened fighter","battle-hardened fighter","2","1000","0.002","",""
"battery id","battery id","2","1000","0.002","",""
"ban cameras","ban cameras","2","1000","0.002","",""
"b.market analytics","b.market analytics","2","1000","0.002","",""
"artificial stupidity","artificial stupidity","2","1000","0.002","",""
"argent facial-recognition","argent facial-recognition","2","1000","0.002","",""
"apps facial","apps facial","2","1000","0.002","",""
"apple's faceid","apple's faceid","2","1000","0.002","",""
"app facial","app facial","2","1000","0.002","",""
"app facebook","app facebook","2","1000","0.002","",""
"anti-spoofing hacks","anti-spoofing hacks","2","1000","0.002","",""
"anil jain","anil jain","2","1000","0.002","",""
"analytics ip","analytics ip","2","1000","0.002","",""
"analytics analyzed","analytics analyzed","2","1000","0.002","",""
"american biometrics","american biometrics","2","1000","0.002","",""
"amazon.com shareholders","amazon.com shareholders","2","1000","0.002","",""
"amazon's controversial","amazon's controversial","2","1000","0.002","",""
"amazon google","amazon google","2","1000","0.002","",""
"amazon facial","amazon facial","2","1000","0.002","",""
"amazon antitrust","amazon antitrust","2","1000","0.002","",""
"algorithms chatbots","algorithms chatbots","2","1000","0.002","",""
"alarming biometric","alarming biometric","2","1000","0.002","",""
"airport departing","airport departing","2","1000","0.002","",""
"airlines facial","airlines facial","2","1000","0.002","",""
"airlineprivacy.com users","airlineprivacy.com users","2","1000","0.002","",""
"ai lab","ai lab","2","1000","0.002","",""
"ai facial","ai facial","2","1000","0.002","",""
"age-old stupidity","age-old stupidity","2","1000","0.002","",""
"actors media","actors media","2","1000","0.002","",""
"activist credo","activist credo","2","1000","0.002","",""
"4k pan-tilt-zoom","4k pan-tilt-zoom","2","1000","0.002","",""
"4,500 mah","4,500 mah","2","1000","0.002","",""
"3d sensing","3d sensing","2","1000","0.002","",""
"œurgently neededâ","œurgently neededâ","1","1000","0.001","",""
"œthese cameras","œthese cameras","1","1000","0.001","",""
"œthere framework","œthere framework","1","1000","0.001","",""
"œthe discriminatory","œthe discriminatory","1","1000","0.001","",""
"œseparation segregationâ","œseparation segregationâ","1","1000","0.001","",""
"œit rights-respecting","œit rights-respecting","1","1000","0.001","",""
"œin ensure","œin ensure","1","1000","0.001","",""
"œi â","œi â","1","1000","0.001","",""
"œan alarming","œan alarming","1","1000","0.001","",""
"â œurgently","â œurgently","1","1000","0.001","",""
"â œthese","â œthese","1","1000","0.001","",""
"â œthere","â œthere","1","1000","0.001","",""
"â œthe","â œthe","1","1000","0.001","",""
"â œseparation","â œseparation","1","1000","0.001","",""
"â œit","â œit","1","1000","0.001","",""
"â œin","â œin","1","1000","0.001","",""
"â œi","â œi","1","1000","0.001","",""
"â œan","â œan","1","1000","0.001","",""
"â â","â â","1","1000","0.001","",""
"â khan","â khan","1","1000","0.001","",""
"â facial","â facial","1","1000","0.001","",""
"â assurance","â assurance","1","1000","0.001","",""
"zuckerberg grilled","zuckerberg grilled","1","1000","0.001","",""
"zuckerberg expressly","zuckerberg expressly","1","1000","0.001","",""
"zuckerberg beleaguered","zuckerberg beleaguered","1","1000","0.001","",""
"zuboff powerfully","zuboff powerfully","1","1000","0.001","",""
"zte nicolas","zte nicolas","1","1000","0.001","",""
"zte argentina","zte argentina","1","1000","0.001","",""
"zoé samudzi's","zoé samudzi's","1","1000","0.001","",""
"zoological london","zoological london","1","1000","0.001","",""
"zone google","zone google","1","1000","0.001","",""
"zitron google","zitron google","1","1000","0.001","",""
"zimbabwe china's","zimbabwe china's","1","1000","0.001","",""
"zhengzhou railway","zhengzhou railway","1","1000","0.001","",""
"zhengzhou china's","zhengzhou china's","1","1000","0.001","",""
"zhejiang province","zhejiang province","1","1000","0.001","",""
"zhang liming","zhang liming","1","1000","0.001","",""
"zhang analyst","zhang analyst","1","1000","0.001","",""
"zealand facial","zealand facial","1","1000","0.001","",""
"yunnan province","yunnan province","1","1000","0.001","",""
"youtube facebook","youtube facebook","1","1000","0.001","",""
"youtu lab","youtu lab","1","1000","0.001","",""
"youths facebook's","youths facebook's","1","1000","0.001","",""
"yixin nanotech","yixin nanotech","1","1000","0.001","",""
"yitu motion-sensing","yitu motion-sensing","1","1000","0.001","",""
"yeo punters","yeo punters","1","1000","0.001","",""
"xu identifying","xu identifying","1","1000","0.001","",""
"xr dslr-style","xr dslr-style","1","1000","0.001","",""
"xinjiang uighur","xinjiang uighur","1","1000","0.001","",""
"xinjiang researcher","xinjiang researcher","1","1000","0.001","",""
"xinjiang province","xinjiang province","1","1000","0.001","",""
"xinjiang predictive","xinjiang predictive","1","1000","0.001","",""
"xinjiang islamist","xinjiang islamist","1","1000","0.001","",""
"xinjiang country's","xinjiang country's","1","1000","0.001","",""
"xiamen miya","xiamen miya","1","1000","0.001","",""
"www.facebook.com/kleanindustries instagram","www.facebook.com/kleanindustries instagram","1","1000","0.001","",""
"wu bypass","wu bypass","1","1000","0.001","",""
"wrongly flagging","wrongly flagging","1","1000","0.001","",""
"wrinkles pores","wrinkles pores","1","1000","0.001","",""
"worzel metro.co.uk","worzel metro.co.uk","1","1000","0.001","",""
"worthingtons victoria","worthingtons victoria","1","1000","0.001","",""
"worryingly dismissive","worryingly dismissive","1","1000","0.001","",""
"worldwide speaks","worldwide speaks","1","1000","0.001","",""
"worldwide photos","worldwide photos","1","1000","0.001","",""
"worldwide geographic","worldwide geographic","1","1000","0.001","",""
"worldwide computing","worldwide computing","1","1000","0.001","",""
"world-class surgeon","world-class surgeon","1","1000","0.001","",""
"world's surveilled","world's surveilled","1","1000","0.001","",""
"world's surveillance","world's surveillance","1","1000","0.001","",""
"world's facial-recognition","world's facial-recognition","1","1000","0.001","",""
"workplace monitoring","workplace monitoring","1","1000","0.001","",""
"wns spec","wns spec","1","1000","0.001","",""
"witnessing evolution","witnessing evolution","1","1000","0.001","",""
"wireless ip-based","wireless ip-based","1","1000","0.001","",""
"wireless charging","wireless charging","1","1000","0.001","",""
"wired faceapp","wired faceapp","1","1000","0.001","",""
"wired exterminate","wired exterminate","1","1000","0.001","",""
"windrush scandal","windrush scandal","1","1000","0.001","",""
"wimbledon heather","wimbledon heather","1","1000","0.001","",""
"willingly surveillance","willingly surveillance","1","1000","0.001","",""
"wiles mandate","wiles mandate","1","1000","0.001","",""
"wiles facial","wiles facial","1","1000","0.001","",""
"wigan's nando's","wigan's nando's","1","1000","0.001","",""
"wiese recognition","wiese recognition","1","1000","0.001","",""
"wider contradictions","wider contradictions","1","1000","0.001","",""
"wider angles","wider angles","1","1000","0.001","",""
"wide-ranging probe","wide-ranging probe","1","1000","0.001","",""
"whisper discreetly","whisper discreetly","1","1000","0.001","",""
"whereabouts id","whereabouts id","1","1000","0.001","",""
"whatsapp's id","whatsapp's id","1","1000","0.001","",""
"whatsapp toggle","whatsapp toggle","1","1000","0.001","",""
"whatsapp messenger","whatsapp messenger","1","1000","0.001","",""
"whatsapp facebook","whatsapp facebook","1","1000","0.001","",""
"whack-a-mole online","whack-a-mole online","1","1000","0.001","",""
"westfield centre","westfield centre","1","1000","0.001","",""
"western reluctant","western reluctant","1","1000","0.001","",""
"western chinese","western chinese","1","1000","0.001","",""
"weng jieming","weng jieming","1","1000","0.001","",""
"wellington zealand","wellington zealand","1","1000","0.001","",""
"wellbeing children","wellbeing children","1","1000","0.001","",""
"well-worn tactic","well-worn tactic","1","1000","0.001","",""
"weibo user's","weibo user's","1","1000","0.001","",""
"weibo software","weibo software","1","1000","0.001","",""
"weibo chinese","weibo chinese","1","1000","0.001","",""
"weibo algorithm","weibo algorithm","1","1000","0.001","",""
"week's online","week's online","1","1000","0.001","",""
"wechat ai","wechat ai","1","1000","0.001","",""
"website weibo","website weibo","1","1000","0.001","",""
"website verge","website verge","1","1000","0.001","",""
"website identifying","website identifying","1","1000","0.001","",""
"wears smartglasses","wears smartglasses","1","1000","0.001","",""
"wears facial","wears facial","1","1000","0.001","",""
"weapons facial","weapons facial","1","1000","0.001","",""
"weaponry viking","weaponry viking","1","1000","0.001","",""
"wealth generated","wealth generated","1","1000","0.001","",""
"weaknesses abuse","weaknesses abuse","1","1000","0.001","",""
"waved boo","waved boo","1","1000","0.001","",""
"watson racist","watson racist","1","1000","0.001","",""
"watchlist retailer's","watchlist retailer's","1","1000","0.001","",""
"watchdog probe","watchdog probe","1","1000","0.001","",""
"watchdog penalised","watchdog penalised","1","1000","0.001","",""
"watchdog facial","watchdog facial","1","1000","0.001","",""
"warrior cutting-edge","warrior cutting-edge","1","1000","0.001","",""
"warrior 1,000","warrior 1,000","1","1000","0.001","",""
"warn underpin","warn underpin","1","1000","0.001","",""
"warn hug","warn hug","1","1000","0.001","",""
"wander scotland","wander scotland","1","1000","0.001","",""
"walks terrorists","walks terrorists","1","1000","0.001","",""
"wales violated","wales violated","1","1000","0.001","",""
"wales tweeted","wales tweeted","1","1000","0.001","",""
"wales trialled","wales trialled","1","1000","0.001","",""
"wales spearheading","wales spearheading","1","1000","0.001","",""
"wales regulator","wales regulator","1","1000","0.001","",""
"wales rape","wales rape","1","1000","0.001","",""
"wales harvested","wales harvested","1","1000","0.001","",""
"wales force's","wales force's","1","1000","0.001","",""
"wales england","wales england","1","1000","0.001","",""
"wales distress","wales distress","1","1000","0.001","",""
"wales challenged","wales challenged","1","1000","0.001","",""
"wales automated","wales automated","1","1000","0.001","",""
"wales afr","wales afr","1","1000","0.001","",""
"waits underage","waits underage","1","1000","0.001","",""
"vulnerable well-worn","vulnerable well-worn","1","1000","0.001","",""
"vulnerable teenagers","vulnerable teenagers","1","1000","0.001","",""
"vulnerability media","vulnerability media","1","1000","0.001","",""
"vr autonomous","vr autonomous","1","1000","0.001","",""
"voiced prone","voiced prone","1","1000","0.001","",""
"voice-controlled amenities","voice-controlled amenities","1","1000","0.001","",""
"vista facewatch","vista facewatch","1","1000","0.001","",""
"vista accredited","vista accredited","1","1000","0.001","",""
"visits kingâ","visits kingâ","1","1000","0.001","",""
"visitor acre","visitor acre","1","1000","0.001","",""
"visa holders","visa holders","1","1000","0.001","",""
"virus facial","virus facial","1","1000","0.001","",""
"viral swirl","viral swirl","1","1000","0.001","",""
"violent protests","violent protests","1","1000","0.001","",""
"violent crimes","violent crimes","1","1000","0.001","",""
"violence secrecy","violence secrecy","1","1000","0.001","",""
"violence crime","violence crime","1","1000","0.001","",""
"violating privacy","violating privacy","1","1000","0.001","",""
"violated government's","violated government's","1","1000","0.001","",""
"violate non-convicted","violate non-convicted","1","1000","0.001","",""
"villain bachelor","villain bachelor","1","1000","0.001","",""
"viking warrior","viking warrior","1","1000","0.001","",""
"viking graveyard","viking graveyard","1","1000","0.001","",""
"viking buried","viking buried","1","1000","0.001","",""
"viking birka","viking birka","1","1000","0.001","",""
"viewing responding","viewing responding","1","1000","0.001","",""
"viewers praise","viewers praise","1","1000","0.001","",""
